Higher taxonomic group,Order,Family,Genus,species,data or source,chromosome number (female),chromosome number (male),c-value,"predicted ploidy (1n, 2n, 3n, 4n)","sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","genotypic  (male or female heterogametic, GSD, polygenic)","maternal/haplo-diploid (maternal, haplo-diploid)","environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","polyfactorial (yes, no)","molecular basis (dosage, Y dominant, W dominant)",entry initials,"notes, comments",source: chromosome number (female),source: chromosome number (male),source: c-value,"source: predicted ploidy (1n, 2n, 3n, 4n)","source: sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","source: karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","source: genotypic  (male or female heterogametic, GSD, polygenic)","source: maternal/haplo-diploid (maternal, haplo-diploid)","source: environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","source: polyfactorial (yes, no)","source: molecular basis (dosage, Y dominant, W dominant)"
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,leiolespis,Data,58,57,,,,complex XY,male heterogametic,,,,,NV,X1X2Y,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Yonenaga-Yassuda|Y.|1998|Yonenaga-Yassuda et al. (1998) ex Olmo (2005),Yonenaga-Yassuda|Y.|1998|Yonenaga-Yassuda et al. (1998) ex Olmo (2005),,,,
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,nicterus,Data,58,57,,,,complex XY,male heterogametic,,,,,NV,X1X2Y,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Yonenaga-Yassuda|Y.|1998|Yonenaga-Yassuda et al. (1998) ex Olmo (2005),Yonenaga-Yassuda|Y.|1998|Yonenaga-Yassuda et al. (1998) ex Olmo (2005),,,,
Reptilia,Squamata,Gymnophthalmidae,Calyptommatus,sinebrachiatus,Data,58,57,,,,complex XY,male heterogametic,,,,,NV,X1X2Y,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Yonenaga-Yassuda|Y.|1998|Yonenaga-Yassuda et al. (1998) ex Olmo (2005),Yonenaga-Yassuda|Y.|1998|Yonenaga-Yassuda et al. (1998) ex Olmo (2005),,,,
Reptilia,Squamata,Gymnophthalmidae,Gymnophtalmus,plei,Data,34,34,,,,XY,male heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Cole|C.J.|1990|Cole et al.  (1990) ex Olmo (2005),Cole|C.J.|1990|Cole et al.  (1990) ex Olmo (2005),,,,
Reptilia,Squamata,Gymnophthalmidae,Micrablepharus,atticolus,Data,50,50,,,,XY,male heterogametic,,,,,NV,50.51.52.53 B chromosomes,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Yonenaga-Yassuda|Y.|1999|Yonenaga-Yassuda & Rodrigues (1999) ex Olmo (2005),Yonenaga-Yassuda|Y.|1999|Yonenaga-Yassuda & Rodrigues (1999) ex Olmo (2005),,,,
Reptilia,Squamata,Gymnophthalmidae,Micrablepharus,maximiliani,Data,50,50,,,,XY,male heterogametic,,,,,NV,"50,51 B chromosomes",Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Yonenaga-Yassuda|Y.|1999|Yonenaga-Yassuda & Rodrigues (1999) ex Olmo (2005),Yonenaga-Yassuda|Y.|1999|Yonenaga-Yassuda & Rodrigues (1999) ex Olmo (2005),,,,
Reptilia,Squamata,Gymnophthalmidae,Notobrachia,ablephara,Data,62,62,,,,XY,male heterogametic,,,,,NV,"62,63,64 B chromosomes",Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,, Pellegrino|K.C.M.|1999|Pellegrino et al. (1999) ex Olmo (2005), Pellegrino|K.C.M.|1999|Pellegrino et al. (1999) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Acanthophis,antarcticus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Acanthophis,praelongus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Acanthophis,pyrrhus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Aipysurus,fuscus,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Aipysurus,laevis,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Austrelaps,superbus,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Cacophis,squamulosus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Demanisa,atra,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Demansia,olivacea,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Demansia,papuensis,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Demansia,psammophis,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Demansia,torquata,Data,42,42,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Denisonia,devisii,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Denisonia,maculata,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Disteira,major,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Drysdalia,coronoides,Data,34,34,,,,ZW,female heterogametic,,,,,NV,Drysdalia (Denisonia) coronoides ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Drysdalia,mastersii,Data,34,34,,,,ZW,female heterogametic,,,,,NV,Drysdalia (Denisonia) mastersii ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Drysdalia,rhodogaster,Data,34,34,,,,ZW,female heterogametic,,,,,NV,Drysdalia (Denisonia) rhodogaster ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Echiophis,curta,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Elapognathus,minor,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Emydocephalus,annulatus,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Enhydrina,schistosa,Data,32,32,,,,complex ZW,female heterogametic,,,,,NV,ZW1W2,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Ray-Chaudhur|S.P.|1971|Ray-Chaudhuri et al. (1971) ex Olmo (2005),Ray-Chaudhur|S.P.|1971|Ray-Chaudhuri et al. (1971) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Furina,diadema,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Hemiaspis,signata,Data,40,40,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Hoplocephalus,bitorquatus,Data,27,28,,,,complex ZW,female heterogametic,,,,,NV,Z1Z2W,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Hydrophis,fasciatus,Data,32,32,,,,complex ZW,female heterogametic,,,,,NV,ZW1W2,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Ray-Chaudhuri|S.P.|1972|Ray-Chaudhuri & Singh (1972) ex Olmo (2005),Ray-Chaudhuri|S.P.|1972|Ray-Chaudhuri & Singh (1972) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Hydrophis,ornatus,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1972|Singh (1972) ex Olmo (2005),Singh|L.|1972|Singh (1972) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Hydrophis,spiralis,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Ray-Chaudhur|S.P.|1971|Ray-Chaudhuri et al. (1971) ex Olmo (2005),Ray-Chaudhur|S.P.|1971|Ray-Chaudhuri et al. (1971) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Kerilia,jerdonii,Data,32,32,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1974|Singh et al. (1974) ex Olmo (2005),Singh|L.|1974|Singh et al. (1974) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Laticauda,colubrina,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gorman|G.C.|1981|Gorman (1981),Gorman|G.C.|1981|Gorman (1981),,,,
Reptilia,Squamata,Hydrophiidae,Laticauda,laticaudata,Data,40,40,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gorman|G.C.|1981|Gorman (1981),Gorman|G.C.|1981|Gorman (1981),,,,
Reptilia,Squamata,Hydrophiidae,Laticauda,semifasciata,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gorman|G.C.|1981|Gorman (1981),Gorman|G.C.|1981|Gorman (1981),,,,
Reptilia,Squamata,Hydrophiidae,Microcephalophis,cantoris,Data,35 female,35 female,,,,ZW,female heterogametic,,,,,NV,Microcephalophis (Hydrophis) cantoris ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1972|Singh (1972) ex Olmo (2005),Singh|L.|1972|Singh (1972) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Microcephalophis,gracilis,Data,34,34,,,,complex ZW,female heterogametic,,,,,NV,ZW1W2,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Singh|L.|1972|Singh (1972) ex Olmo (2005),Singh|L.|1972|Singh (1972) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Notechis,ater,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Notechis,scutatus,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Shine|R.|1979|Shine & Bull (1977) ex Olmo (2005),Shine|R.|1979|Shine & Bull (1977) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Oxyuranus,scutellatus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pelamis,platura,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Gutierrez|J.M|1980|Gutierrez & Bolanos (1980) ,Gutierrez|J.M|1980|Gutierrez & Bolanos (1980) ,,,,
Reptilia,Squamata,Hydrophiidae,Pseudechis,australis,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pseudechis,butleri,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pseudechis,guttatus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pseudechis,porphyriacus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pseudonaja,affinis,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pseudonaja,nuchalis,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Pseudonaja,textilis,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Rhinoplocephalus,boschmai,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Rhinoplocephalus,nigrescens,Data,40,40,,,,complex ZW,female heterogametic,,,,,NV,ZW1W2,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Rhinoplocephalus,nigrostriatus,Data,36,36,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Simoselaps,bertholdi,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Simoselaps,warro,Data,38,38,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,dwyeri,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Suta (Unechis) dwyeri ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,flagellum,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Suta (Unechis) flagellum ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,gouldii,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Suta (Unechis) gouldii ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,monachus,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Suta (Unechis) monachus ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,nigriceps,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Suta nigriceps (Unechis nigriceps) ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,punctata,Data,30,30,,,,ZW,female heterogametic,,,,,NV,Suta (Denisonia) punctata ,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Suta,suta,Data,30,30,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Hydrophiidae,Tropidechis,carinatus,Data,34,34,,,,ZW,female heterogametic,,,,,NV,,Olmo|E.|2005|Olmo and Signori (2005),Olmo|E.|2005|Olmo and Signori (2005),,,,Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),Mengden|G.A.|1982|Mengden (1982) ex Olmo (2005),,,,
Reptilia,Squamata,Iguanidae,Cupriguanus,achalensis,Data,36,36,,,, ,GSD,,,,,NV,,Pinna-Seem|E.|1987|Pinna-Seem et al. (1987),Pinna-Seem|E.|1987|Pinna-Seem et al. (1987),,,,,Gorman|G.C.|1967|Gorman et al. (1967),,,,
Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalisE,Data,36,36,,,,Homomorphic,,,,,,NV,,Porter|C.A.|1994|Porter (1994),Porter|C.A.|1994|Porter (1994),,,,Harlow|P.S.|2004|Harlow (2004),,,,,
Reptilia,Squamata,Iguanidae,Anolis,acutus,Data,31,31,,,,complex XY,male heterogametic,,,,,NV,X1X2Y,Gorman|G.C.|1969|Gorman & Atkins (1969),Gorman|G.C.|1969|Gorman & Atkins (1969),,,,Gorman|G.C.|1969| Gorman & Atkins (1969) ex Olmo (2005),Gorman|G.C.|1969| Gorman & Atkins (1969) ex Olmo (2005),,,,
Reptilia,Squamata,Iguanidae,Anolis,bimaculatus,Data,30,30,,,,complex XY,male heterogametic,,,,,NV,X1X2Y,Gorman|G.C.|1969|Gorman & Atkins (1969),Gorman|G.C.|1969|Gorman & Atkins (1969),,,,Gorman|G.C.|1975| Gorman (1965) ex Olmo (2005),Gorman|G.C.|1975| Gorman (1965) ex Olmo (2005),,,,
Reptilia,Squamata,Iguanidae,Anolis,biporcatus,Data,30,30,,,,XY,male heterogametic,,,,,NV,,Gorman|G.C.|1967|Gorman et al. (1967),Gorman|G.C.|1967|Gorman et al. (1967),,,,Gorman|G.C.|1973|Gorman (1973),Gorman|G.C.|1973|Gorman (1973),,,,
Reptilia,Squamata,Iguanidae,Anolis,carolinensis,Data,36,36,,,,XY,male heterogametic,,,,,NV,,Porter|C.A.|1994|Porter (1994),Porter|C.A.|1994|Porter (1994),,,,Viets|B.E.|1994|Viets et al. (1994),Viets|B.E.|1994|Viets et al. (1994),,,,
Reptilia,Squamata,Iguanidae,Anolis,conspersus,Data,30,30,,,,XY,male heterogametic,,,,,NV,,Gorman|G.C.|1969|Gorman & Atkins (1969),Gorman|G.C.|1969|Gorman & Atkins (1969),,,,Gorman|G.C.|1968| Gorman & Atkins (1968) ex Olmo (2005),Gorman|G.C.|1968| Gorman & Atkins (1968) ex Olmo (2005),,,,
Reptilia,Squamata,Iguanidae,Anolis,cooki,Data,30,30,,,,complex XY,male heterogametic,,,,,NV,X1X2Y,Gorman|G.C.|1969|Gorman & Atkins (1969),Gorman|G.C.|1969|Gorman & Atkins (1969),,,,Gorman|G.C.|1968|  Gorman et al. (1968) ex Olmo (2005)  ,Gorman|G.C.|1968|  Gorman et al. (1968) ex Olmo (2005)  ,,,,
