Higher taxonomic group,Order,Family,Genus,species,data or source,chromosome number (female),chromosome number (male),c-value,"predicted ploidy (1n, 2n, 3n, 4n)","sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","genotypic  (male or female heterogametic, GSD, polygenic)","maternal/haplo-diploid (maternal, haplo-diploid)","environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","polyfactorial (yes, no)","molecular basis (dosage, Y dominant, W dominant)",entry initials,"notes, comments",source: chromosome number (female),source: chromosome number (male),source: c-value,"source: predicted ploidy (1n, 2n, 3n, 4n)","source: sexes not separate (hemaphroditic, monoecious, gynodioecious, androdioecious)","source: karyotype (ZO, ZW, XY, XO, WO, homomorphic, complex XY, complex ZW) ","source: genotypic  (male or female heterogametic, GSD, polygenic)","source: maternal/haplo-diploid (maternal, haplo-diploid)","source: environmental (TSD, TSD Ia, TSD II, size, density, pH, ESD_other)","source: polyfactorial (yes, no)","source: molecular basis (dosage, Y dominant, W dominant)"
amphibia,Caudata,Salamandridae,Pleurodeles,waltl,data,24,24,14.77,,,homomorphic,female heterogametic,,,,,NP,PEP-1,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Lacroix|J.-C.|1968|Lacroix J-C. 1968. Ann. Embryol. Morph. 1: 179-202,,,,,
amphibia,Caudata,Salamandridae,Triturus,alpestris,data,24,24,29.1,,,homomorphic,male heterogametic,,,,,NP,C banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Mancino|G.|1977|Mancino G, Ragghianti M, Bucci-Innocenti S. 1977. In Taylor DH, Guttman SI: The reproductive biology of Amphibinas. Plenum ","Mancino|G.|1977|Mancino G, Ragghianti M, Bucci-Innocenti S. 1977. In Taylor DH, Guttman SI: The reproductive biology of Amphibinas. Plenum ",,,,
amphibia,Caudata,Salamandridae,Triturus,cristatus,data,24,24,19.04,,,homomorphic,male heterogametic,,,,,NP,C banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,Schmid|M.|1983|Schmid M 1983. Differentiation 23: S13-S22,,,,,
amphibia,Caudata,Salamandridae,Triturus,helveticus,data,24,24,25.14,,,homomorphic,male heterogametic,,,,,NP,C banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Schmid|M.|1979|Schmid M, Olert J, Klett C. 1979. Chromosoma 71: 29-55","Schmid|M.|1979|Schmid M, Olert J, Klett C. 1979. Chromosoma 71: 29-55",,,,
amphibia,Caudata,Salamandridae,Triturus,italicus,data,,,22,,,homomorphic,male heterogametic,,,,,NP,C banding,,,http://www.genomesize.com/,,,"Mancino|G.|1977|Mancino G, Ragghianti M, Bucci-Innocenti S. 1977. In Taylor DH, Guttman SI: The reproductive biology of Amphibinas. Plenum ","Mancino|G.|1977|Mancino G, Ragghianti M, Bucci-Innocenti S. 1977. In Taylor DH, Guttman SI: The reproductive biology of Amphibinas. Plenum Pub, NY",,,,
amphibia,Caudata,Salamandridae,Triturus,marmoratus,data,24,24,23.53,,,homomorphic,male heterogametic,,,,,NP,C banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Herrero|P.|1992|Herrero P, de la Torre J, Gosalvez J, Sumner AT. 1992.Cytogenet Cell Genet 60:150-153","Herrero|P.|1992|Herrero P, de la Torre J, Gosalvez J, Sumner AT. 1992.Cytogenet Cell Genet 60:150-153",,,,
amphibia,Caudata,Salamandridae,Triturus,vulgaris,data,24,24,24.24,,,homomorphic,male heterogametic,,,,,NP,C banding,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,"Schmid|M.|1979|Schmid M, Olert J, Klett C. 1979. Chromosoma 71: 29-55","Schmid|M.|1979|Schmid M, Olert J, Klett C. 1979. Chromosoma 71: 29-55",,,,
amphibia,Caudata,Sirenidae,Siren,intermedia,data,46,46,53.84,,,homomorphic,female heterogametic,,,,,NP,??,http://www.genomesize.com/,http://www.genomesize.com/,http://www.genomesize.com/,,,,Leon|P.|1974|Leon P and Kezer J. 1974. Herpetologica 30:1-11,,,,
amphibia,Gymnophiones,Caecilidae,Gegeneophis,ramaswamii,data,,,,,,,male heterogametic,,,,,NP,??,,,,,,,Govindappa|V|2005|Govindappa and Venkatachalaiah 2005 Caryologia 58: 140-151,,,,
Fish,Acipenseriformes,acipenseridae,Acipenser,transmontanus-1,data,,,4.73,,,homomorphic  ,female heterogametic,,,,,JEM,,,,http://www.genomesize.com,,,VanEenennaam|A.L.|1999,VanEenennaam|A.L.|1999,,,,
Fish,Acipenseriformes,acipenseridae,Acipenser,transmontanus-2,data,,,5.1,,,,,,,,,JEM,,,,http://www.genomesize.com,,,,,,,,
fish,Anguilliformes,Anguillidae,Anguilla,anguilla,data,38,38,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
fish,Anguilliformes,Anguillidae,Anguilla,japonica,data,38,38,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
fish,Anguilliformes,Anguillidae,Anguilla,rostrata,data,38,38,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
fish,Anguilliformes,Congridae,Conger,myriaster,data,56,56,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Anguilliformes,muraenidae,Echidna,nebulosa,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Gymnomuraena,zebra,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Gymnothorax,eurostus,data,42,42,,,,homomorphic  ,male heterogametic,,,,,JEM,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Anguilliformes,muraenidae,Gymnothorax,fimbriata,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Gymnothorax,flavimarginatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Gymnothorax,gracilicauda,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Gymnothorax,margaritophorus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Muraena,pavonina,data,42,42,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Siderea,grisea,data,,,1.91,,hermaphrodite,,,,,,,JEM,simultaneous hermaphrodite,,,http://www.genomesize.com,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Siderea,picta,data,,,,,hermaphrodite,,,,,,,JEM,simultaneous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Siderea,thyrsoidea,data,,,,,hermaphrodite,,,,,,,JEM,simultaneous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Uropterygius,fasciolatus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Anguilliformes,muraenidae,Uropterygius,polyspilus,data,,,,,hermaphrodite,,,,,,,JEM,protogynous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
fish,Anguilliformes,ophichthidae,Dalophis,imberbis,data,46,46,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Anguilliformes,Ophichthidae,Muraenichthys,gymnotus,data,48,47,,2n,,complex XY,male heterogametic,,,,,KP,X1X2Y,"Murofushi|M|1984| Murofushi M, Yosida TH (1984) Cytogenetical studies on fishes. VIII. XX-Y sex chromosome mechanism newly found in the snake eel, Muraenichthys gymnotus (Anguilloform, Pisces). Proc Jpn Acad Ser B Phys Biol Sci 60(2):21-23 ","Murofushi|M|1984| Murofushi M, Yosida TH (1984) Cytogenetical studies on fishes. VIII. XX-Y sex chromosome mechanism newly found in the snake eel, Muraenichthys gymnotus (Anguilloform, Pisces). Proc Jpn Acad Ser B Phys Biol Sci 60(2):21-23 ",,,,"Murofushi|M|1984| Murofushi M, Yosida TH (1984) Cytogenetical studies on fishes. VIII. XX-Y sex chromosome mechanism newly found in the snake eel, Muraenichthys gymnotus (Anguilloform, Pisces). Proc Jpn Acad Ser B Phys Biol Sci 60(2):21-23 ","Murofushi|M|1984| Murofushi M, Yosida TH (1984) Cytogenetical studies on fishes. VIII. XX-Y sex chromosome mechanism newly found in the snake eel, Muraenichthys gymnotus (Anguilloform, Pisces). Proc Jpn Acad Ser B Phys Biol Sci 60(2):21-23 ",,,,
Fish,Anguilliformes,ophichthidae,Scolecenchelys,gymnotus,data,,,,,,homomorphic,male heterogametic,,,,,JEM, X1Y1Y2,,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Atheriniformes,atherinidae,Menidia,menidia,data,48,48,,,,,,,TSD,,,JEM,,Warkentine|B.E.|1987|Warkentine et al. 1987 Copeia 1987:222-224,Warkentine|B.E.|1987|Warkentine et al. 1987 Copeia 1987:222-224,,,,,,,Conover|D.O.|1981 ,,
Fish,Atheriniformes,atherinidae,Menidia,peninsula,data,,,,,,,,,TSD,,,JEM,,,,,,,,,,Middaugh|D.P.|1987,,
Fish,Atheriniformes,atherinidae,Odontesthes,argentinensis,data,,,,,,,,,TSD,,,JEM,,,,,,,,,,Strussman|C.A.|1996,,
Fish,Atheriniformes,atherinidae,Odontesthes,bonariensis,data,48,48,,,,,,,TSD,,,JEM,,Uribe-Alcocer|M.|2002|Uribe-Alcocer et al. Ichthyological Research 49:85-88,Uribe-Alcocer|M.|2002|Uribe-Alcocer et al. Ichthyological Research 49:85-88,,,,,,,Strussman|C.A.|1996,,
Fish,Atheriniformes,atherinidae,Odontesthes,hatcheri,data,,,,,,,,,TSD,,,JEM,,,,,,,,,,Strussman|C.A.|1996,,
Fish,Aulopiformes,aulopidae,Aulopus,japonicus,data,,,,,,homomorphic  ,female heterogametic,,,,,JEM,,,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
Fish,Aulopiformes,chlorophthalmidae,Chlorophthalmus,albatrossis,data,,,,,hermaphrodite,,,,,,,JEM,simultaneous hermaphrodite,,,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,,,
Fish,Aulopiformes,ipnopidae,Bathypterois,dubius,data,,,,,hermaphrodite,,,,,,,JEM,simultaneous hermaphrodite,,,,,Fishelson|L.|2001,,,,,,
fish,Aulopiformes,Synodontidae,Saurida,elongata-1,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Aulopiformes,Synodontidae,Saurida,elongata-2,data,48,48,,2n,,ZW,female heterogametic,,,,,KP,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,
fish,Aulopiformes,Synodontidae,Saurida,sp.2,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Aulopiformes,synodontidae,Saurida,undosquamis,data,48,48,,,,homomorphic  ,female heterogametic,,,,,JEM,,"Nishikawa|S.|1978|Nishikawa, S. and K. Sakamoto, 1978. A comparative study of chromosomes in Japanese fishes - IV. Somatic chromosomes of two Saurida species. J. Shimonoseki Univ. Fish. 27(1):113-117.","Nishikawa|S.|1978|Nishikawa, S. and K. Sakamoto, 1978. A comparative study of chromosomes in Japanese fishes - IV. Somatic chromosomes of two Saurida species. J. Shimonoseki Univ. Fish. 27(1):113-117.",,,,Devlin|R.H.|2002|Devlin and Nagahama 2002,Devlin|R.H.|2002|Devlin and Nagahama 2002,,,,
fish,Aulopiformes,Synodontidae,Synodus,hoshinonis-1,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Aulopiformes,Synodontidae,Synodus,hoshinonus-2,data,48,48,,2n,,ZW,female heterogametic,,,,,KP,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,
fish,Aulopiformes,Synodontidae,Synodus,ulae-1,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Aulopiformes,Synodontidae,Synodus,ulae-2,data,48,48,,2n,,ZW,female heterogametic,,,,,KP,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,
Fish,Aulopiformes,Synodontidae,Trachinocephalus,myops,data,27,26,0.8,2n,,complex ZW,female heterogametic,,,,,KP,ZW1W2,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",genomesize.com,,,"Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142","Ueno|K|2001|Ueno K, Ota K, Kobayashi T (2001) Heteromorphic sex chromosomes of lizardfish (Synodontidae): focus on the ZZ-ZW1W2 system in Trachinocephalus myops. Genetica 111:133-142",,,,
fish,Beloniformes,Adrianichthyidae,Oryzias,curvinotus-1,data,48,48,,,,XY,male heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Beloniformes,Adrianichthyidae,Oryzias,curvinotus-2,data,48,48,0.75,2n,,,male heterogametic,,,,Y dominant ,KP,DMY gene; Sex chromosome is LG 1 in O. curvinotus and O. latipes; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,genomesize.com,genomesize.com,genomesize.com,,,,"Matsuda|M|2003|Matsuda M, et al. (2003) Oryzias curvinotus has DMY, a gene that is required for male development in the medaka, O. latipes. Zoological Science 20: 159-161.",,,,"Matsuda|M|2003|Matsuda M, et al. (2003) Oryzias curvinotus has DMY, a gene that is required for male development in the medaka, O. latipes. Zoological Science 20: 159-161."
fish,Beloniformes,Adrianichthyidae,Oryzias,dancena-1,data,48,48,,,,XY,male heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Beloniformes,Adrianichthyidae,Oryzias,dancena-2,data,48,48,,,,homomorphic,male heterogametic,,,,,KP,Sex chromosome is LG 10 in O. dancena; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,"Uwa|H|1983|Uwa H et al (1983) Karyotype and cellular DNA content of the Indian ricefish, Oryzias melastigma. Proc Jpn Acad 59B: 43-47","Uwa|H|1983|Uwa H et al (1983) Karyotype and cellular DNA content of the Indian ricefish, Oryzias melastigma. Proc Jpn Acad 59B: 43-47",,,,"Uwa|H|1983|Uwa H et al (1983) Karyotype and cellular DNA content of the Indian ricefish, Oryzias melastigma. Proc Jpn Acad 59B: 43-47","Takehana|Y|2007a|Takehana Y et al (2007) Evolution of different Y chromosomes in two medaka species, Oryzias dancena and O. latipes. Genetics 175: 1335-1340",,,,
fish,Beloniformes,Adrianichthyidae,Oryzias,hubbsi-1,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Beloniformes,Adrianichthyidae,Oryzias,hubbsi-2,data,48,48,,2n,,ZW,female heterogametic,,,,,KP,Sex chromosome is LG 5 in O. hubbsi; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,"Takehana|Y|2007b|Takehana Y et al (2007) Evolution of ZZ/ZW and XX/XY sex-determination systems in the closely related medaka species, Oryzias hubbsi and O. dancena. Chromosoma 116: 463-470.","Takehana|Y|2007b|Takehana Y et al (2007) Evolution of ZZ/ZW and XX/XY sex-determination systems in the closely related medaka species, Oryzias hubbsi and O. dancena. Chromosoma 116: 463-470.",,,,"Takehana|Y|2007b|Takehana Y et al (2007) Evolution of ZZ/ZW and XX/XY sex-determination systems in the closely related medaka species, Oryzias hubbsi and O. dancena. Chromosoma 116: 463-470.","Takehana|Y|2007b|Takehana Y et al (2007) Evolution of ZZ/ZW and XX/XY sex-determination systems in the closely related medaka species, Oryzias hubbsi and O. dancena. Chromosoma 116: 463-470.",,,,
fish,Beloniformes,Adrianichthyidae,Oryzias,javanicus-1,data,48,48,,,,ZW,female heterogametic,,,,,JK,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,Arai|Ryoichi|2011|Arai 2011 Fish Karyotypes,,,,
Fish,Beloniformes,Adrianichthyidae,Oryzias,javanicus-2,data,48,48,0.87,2n,,ZW,female heterogametic,,,,,KP,Sex chromosome is LG 16 in O. hubbsi; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,genomesize.com,genomesize.com,genomesize.com,,,"Takehana|Y|2008|Takehana Y et al (2008) Different origins of ZZ/ZW sex chromosomes in closely related medaka fishes, Oryzias javanicus and O. hubbsi. Chromosome Research 16: 801-811","Takehana|Y|2008|Takehana Y et al (2008) Different origins of ZZ/ZW sex chromosomes in closely related medaka fishes, Oryzias javanicus and O. hubbsi. Chromosome Research 16: 801-811",,,,
Fish,Beloniformes,Adrianichthyidae,Oryzias,latipes-1,data,48,48,0.87,2n,,homomorphic,male heterogametic,,,,Y dominant,KP,DMY gene; homomorphic except 258kb on Y; Sex chromosome is LG 1 in O. curvinotus and O. latipes; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,genomesize.com,genomesize.com,genomesize.com,,,"Uwa|H|1981|Uwa H, Ojima Y (1981) Detailed banding and karyotype analysis of the medaka, Oryzias latipes, in cultured cells. Proc Jpn Acad B 57: 39-43; Kondo M et al. (2006) Genomic organization of the sex-determining and adjacent regions of the sex chromosome of medaka. Genome Research 16: 815-826","Aida|T|1921|Aida T (1921) On the inheritance of color in a freshwater fish, Aplocheilus latipes, Temminck and Schlegel, with special reference to sex-linked inheritance. Genetics 6: 554-573.",,,,"Matsuda|M|2003|Matsuda M, et al. (2003) Oryzias curvinotus has DMY, a gene that is required for male development in the medaka, O. latipes. Zoological Science 20: 159-161."
Fish,Beloniformes,Adrianichthyidae,Oryzias,latipes-2,data,48,48,1.07,2n,,homomorphic,male heterogametic,,,,Y dominant,KP,DMY gene; homomorphic except 258kb on Y; Sex chromosome is LG 1 in O. curvinotus and O. latipes; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,genomesize.com,genomesize.com,genomesize.com,,,"Uwa|H|1981|Uwa H, Ojima Y (1981) Detailed banding and karyotype analysis of the medaka, Oryzias latipes, in cultured cells. Proc Jpn Acad B 57: 39-43; Kondo M et al. (2006) Genomic organization of the sex-determining and adjacent regions of the sex chromosome of medaka. Genome Research 16: 815-826","Aida|T|1921|Aida T (1921) On the inheritance of color in a freshwater fish, Aplocheilus latipes, Temminck and Schlegel, with special reference to sex-linked inheritance. Genetics 6: 554-573.",,,,"Matsuda|M|2003|Matsuda M, et al. (2003) Oryzias curvinotus has DMY, a gene that is required for male development in the medaka, O. latipes. Zoological Science 20: 159-161."
Fish,Beloniformes,Adrianichthyidae,Oryzias,latipes-3,data,48,48,1.09,2n,,homomorphic,male heterogametic,,,,Y dominant,KP,DMY gene; homomorphic except 258kb on Y; Sex chromosome is LG 1 in O. curvinotus and O. latipes; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,genomesize.com,genomesize.com,genomesize.com,,,"Uwa|H|1981|Uwa H, Ojima Y (1981) Detailed banding and karyotype analysis of the medaka, Oryzias latipes, in cultured cells. Proc Jpn Acad B 57: 39-43; Kondo M et al. (2006) Genomic organization of the sex-determining and adjacent regions of the sex chromosome of medaka. Genome Research 16: 815-826","Aida|T|1921|Aida T (1921) On the inheritance of color in a freshwater fish, Aplocheilus latipes, Temminck and Schlegel, with special reference to sex-linked inheritance. Genetics 6: 554-573.",,,,"Matsuda|M|2003|Matsuda M, et al. (2003) Oryzias curvinotus has DMY, a gene that is required for male development in the medaka, O. latipes. Zoological Science 20: 159-161."
Fish,Beloniformes,Adrianichthyidae,Oryzias,latipes-4,data,48,48,1.1,2n,,homomorphic,male heterogametic,,,,Y dominant,KP,DMY gene; homomorphic except 258kb on Y; Sex chromosome is LG 1 in O. curvinotus and O. latipes; not homologous in other Oryzias species; see Marshall Graves & Peichel for relationship to other fish sex chromosomes,genomesize.com,genomesize.com,genomesize.com,,,"Uwa|H|1981|Uwa H, Ojima Y (1981) Detailed banding and karyotype analysis of the medaka, Oryzias latipes, in cultured cells. Proc Jpn Acad B 57: 39-43; Kondo M et al. (2006) Genomic organization of the sex-determining and adjacent regions of the sex chromosome of medaka. Genome Research 16: 815-826","Aida|T|1921|Aida T (1921) On the inheritance of color in a freshwater fish, Aplocheilus latipes, Temminck and Schlegel, with special reference to sex-linked inheritance. Genetics 6: 554-573.",,,,"Matsuda|M|2003|Matsuda M, et al. (2003) Oryzias curvinotus has DMY, a gene that is required for male development in the medaka, O. latipes. Zoological Science 20: 159-161."
